,drug1,drug2,object,precipitant,severity
10339,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB00661,Nebivolol,Verapamil,2
10338,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB01100,Imipramine,Pimozide,3
10337,http://bio2rdf.org/drugbank:DB00443,http://bio2rdf.org/drugbank:DB00465,Betamethasone,Ketorolac,2
10336,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00999,Ketorolac,Hydrochlorothiazide,1
10335,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00266,Diflunisal,Dicoumarol,2
10334,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00727,Oxyphenbutazone,Nitroglycerin,1
10333,http://bio2rdf.org/drugbank:DB00620,http://bio2rdf.org/drugbank:DB00465,Triamcinolone,Ketorolac,2
10332,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00573,Levonorgestrel,Fenoprofen,1
10331,http://bio2rdf.org/drugbank:DB04743,http://bio2rdf.org/drugbank:DB01020,Nimesulide,Isosorbide_Mononitrate,1
10330,http://bio2rdf.org/drugbank:DB04743,http://bio2rdf.org/drugbank:DB00829,Nimesulide,Diazepam, 
10329,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB08797,Nebivolol,Salicylamide,1
10328,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB01235,Penbutolol,L-DOPA,1
10327,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB00814,Mezlocillin,Meloxicam,1
10326,http://bio2rdf.org/drugbank:DB00514,http://bio2rdf.org/drugbank:DB00601,Dextromethorphan,Linezolid,3
10325,http://bio2rdf.org/drugbank:DB00328,http://bio2rdf.org/drugbank:DB00335,Indomethacin,Atenolol,2
10324,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB00661,Atenolol,Verapamil,2
10323,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00343,Ranitidine,Diltiazem, 
10322,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB01050,Aminosalicylic_Acid,Ibuprofen,1
10321,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB01345,Bupranolol,Potassium,1
10320,http://bio2rdf.org/drugbank:DB08807,http://bio2rdf.org/drugbank:DB00509,Bopindolol,Dextrothyroxine,1
10319,http://bio2rdf.org/drugbank:DB00580,http://bio2rdf.org/drugbank:DB08808,Valdecoxib,Bupranolol,2
10318,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB01020,Salicyclic_acid,Isosorbide_Mononitrate,1
10317,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01580,Desogestrel,Oxprenolol,1
10316,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB01345,Esmolol,Potassium,1
10315,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB00861,Diltiazem,Diflunisal,1
10314,http://bio2rdf.org/drugbank:DB00661,http://bio2rdf.org/drugbank:DB01356,Verapamil,Lithium,2
10313,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00852,Dihydroxyaluminium,Pseudoephedrine,1
10312,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB08797,Atenolol,Salicylamide,1
10311,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00960,Aluminum_hydroxide,Pindolol,1
10310,http://bio2rdf.org/drugbank:DB00759,http://bio2rdf.org/drugbank:DB00717,Tetracycline,NORETHINDRONE,2
10309,http://bio2rdf.org/drugbank:DB01151,http://bio2rdf.org/drugbank:DB00313,Desipramine,Valproic_Acid, 
10308,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00118,Calcium,S-Adenosylmethionine,1
10307,http://bio2rdf.org/drugbank:DB01397,http://bio2rdf.org/drugbank:DB00936,Magnesium_salicylate,Salicyclic_acid,1
10306,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00598,Cholestyramine,Labetalol, 
10305,http://bio2rdf.org/drugbank:DB00461,http://bio2rdf.org/drugbank:DB01580,Nabumetone,Oxprenolol,2
10304,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00690,Etoricoxib,Flurazepam, 
10303,http://bio2rdf.org/drugbank:DB00788,http://bio2rdf.org/drugbank:DB01359,Naproxen,Penbutolol,2
10302,http://bio2rdf.org/drugbank:DB00485,http://bio2rdf.org/drugbank:DB00373,Dicloxacillin,Timolol,1
10301,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00860,Desogestrel,Prednisolone,1
10300,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB00880,Ciclesonide,Chlorothiazide,1
10299,http://bio2rdf.org/drugbank:DB01319,http://bio2rdf.org/drugbank:DB00615,Fosamprenavir,RIFABUTIN,2
10298,http://bio2rdf.org/drugbank:DB00908,http://bio2rdf.org/drugbank:DB01359,Quinidine,Penbutolol,2
10297,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB02443,Nifedipine,Methicillin_Acyl-Serine,1
10296,http://bio2rdf.org/drugbank:DB00319,http://bio2rdf.org/drugbank:DB00304,Piperacillin,Desogestrel,3
10295,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB00233,Ciclesonide,Aminosalicylic_Acid,2
10294,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00454,Nifedipine,Pethidine,1
10293,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB01324,Etoricoxib,Polythiazide,1
10292,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00611,Etonogestrel,Butorphanol, 
10291,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB00201,Timolol,Caffeine,1
10290,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB08807,Ticarcillin,Bopindolol,1
10289,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB00578,Salicyclic_acid,Carbenicillin,1
10288,http://bio2rdf.org/drugbank:DB00652,http://bio2rdf.org/drugbank:DB01172,Pentazocine,Kanamycin, 
10287,http://bio2rdf.org/drugbank:DB06204,http://bio2rdf.org/drugbank:DB01172,Tapentadol,Kanamycin, 
10286,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00327,Ranitidine,Hydromorphone,1
10285,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB01193,Erythromycin,Acebutolol,1
10284,http://bio2rdf.org/drugbank:DB00700,http://bio2rdf.org/drugbank:DB00199,Eplerenone,Erythromycin,3
10283,http://bio2rdf.org/drugbank:DB01529,http://bio2rdf.org/drugbank:DB00717,Dextromoramide,Norethindrone, 
10282,http://bio2rdf.org/drugbank:DB00991,http://bio2rdf.org/drugbank:DB00584,Oxaprozin,Enalapril,2
10281,http://bio2rdf.org/drugbank:DB01147,http://bio2rdf.org/drugbank:DB00960,Cloxacillin,Pindolol,1
10280,http://bio2rdf.org/drugbank:DB00812,http://bio2rdf.org/drugbank:DB04861,Phenylbutazone,Nebivolol,2
10279,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB01399,Norethindrone,Salsalate,1
10278,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00482,Calcium_carbonate,Celecoxib,1
10277,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00939,Cholestyramine,Meclofenamic_acid,1
10276,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00913,Ethanol,Anileridine,2
10275,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00580,Etonogestrel,Valdecoxib,1
10274,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00533,Diflunisal,Rofecoxib,1
10273,http://bio2rdf.org/drugbank:DB08807,http://bio2rdf.org/drugbank:DB01398,Bopindolol,Salicylate-sodium,1
10272,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB00880,Propranolol,Chlorothiazide,1
10271,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB00908,Ziprasidone,Quinidine,3
10270,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB06802,Levonorgestrel,Nepafenac,1
10269,http://bio2rdf.org/drugbank:DB01222,http://bio2rdf.org/drugbank:DB01628,Budesonide,Etoricoxib,2
10268,http://bio2rdf.org/drugbank:DB08807,http://bio2rdf.org/drugbank:DB00122,Bopindolol,Choline,1
10267,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB00936,Aminosalicylic_Acid,Salicyclic_acid,1
10266,http://bio2rdf.org/drugbank:DB01575,http://bio2rdf.org/drugbank:DB00852,Kaolin,Pseudoephedrine, 
10265,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00960,Etoricoxib,Pindolol,2
10264,http://bio2rdf.org/drugbank:DB01209,http://bio2rdf.org/drugbank:DB00351,Dezocine,Megestrol_acetate, 
10263,http://bio2rdf.org/drugbank:DB00749,http://bio2rdf.org/drugbank:DB01580,Etodolac,Oxprenolol,2
10262,http://bio2rdf.org/drugbank:DB00991,http://bio2rdf.org/drugbank:DB00187,Oxaprozin,Esmolol,2
10261,http://bio2rdf.org/drugbank:DB01015,http://bio2rdf.org/drugbank:DB00204,SULFAMETHOXAZOLE,Dofetilide,3
10260,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB00195,Ketoprofen,Betaxolol,2
10259,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00390,Nifedipine,Digoxin, 
10258,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB02443,Salsalate,Methicillin_Acyl-Serine,1
10257,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00870,Norethindrone,Suprofen,1
10256,http://bio2rdf.org/drugbank:DB00701,http://bio2rdf.org/drugbank:DB00227,Amprenavir,Lovastatin,3
10255,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB04552,Methacholine,Niflumic_Acid,1
10254,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00861,Medroxyprogesterone_Acetate,Diflunisal,1
10253,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB01607,Salicylamide,Ticarcillin,1
10252,http://bio2rdf.org/drugbank:DB01060,http://bio2rdf.org/drugbank:DB01193,Amoxicillin,Acebutolol,1
10251,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00605,Dihydroxyaluminium,Sulindac,1
10250,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB00503,Piroxicam,Ritonavir,2
10249,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00814,parecoxib,Meloxicam,2
10248,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00281,Phenytoin,Lidocaine,2
10247,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB01020,Fenoprofen,Isosorbide_Mononitrate,1
10246,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB00437,Sotalol,Allopurinol, 
10245,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00776,Ethynodiol,Oxcarbazepine,2
10244,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB00814,Salicylate-sodium,Meloxicam,1
10243,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB01197,Niclosamide,Captopril,1
10242,http://bio2rdf.org/drugbank:DB01234,http://bio2rdf.org/drugbank:DB01021,Dexamethasone,Trichlormethiazide,1
10241,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB00335,Piroxicam,Atenolol,2
10240,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00814,Ketorolac,Meloxicam,2
10239,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00921,Ethynodiol,Buprenorphine, 
10238,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB08439,Magnesium_oxide,parecoxib,1
10237,http://bio2rdf.org/drugbank:DB00455,http://bio2rdf.org/drugbank:DB01149,LORATADINE,Nefazodone,2
10236,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00606,Cholestyramine,Cyclothiazide,1
10235,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB00615,Imipramine,RIFABUTIN,2
10234,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00866,Bacampicillin,Alprenolol,1
10233,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB01604,Methacholine,Pivampicillin,1
10232,http://bio2rdf.org/drugbank:DB01606,http://bio2rdf.org/drugbank:DB00603,Tazobactam,Medroxyprogesterone_Acetate,3
10231,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB00999,Ciclesonide,Hydrochlorothiazide,1
10230,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB00281,Betaxolol,Lidocaine,2
10229,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB00861,Beclomethasone,Diflunisal,2
10228,http://bio2rdf.org/drugbank:DB00118,http://bio2rdf.org/drugbank:DB00883,S-Adenosylmethionine,Isosorbide_Dinitrate,1
10227,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00764,Megestrol_acetate,Mometasone,1
10226,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB08439,Mometasone,parecoxib,2
10225,http://bio2rdf.org/drugbank:DB01211,http://bio2rdf.org/drugbank:DB00343,Clarithromycin,Diltiazem,2
10224,http://bio2rdf.org/drugbank:DB06802,http://bio2rdf.org/drugbank:DB00521,Nepafenac,Carteolol,2
10223,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00461,Diflunisal,Nabumetone,1
10222,http://bio2rdf.org/drugbank:DB00924,http://bio2rdf.org/drugbank:DB00752,Cyclobenzaprine,Tranylcypromine,3
10221,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00814,Calcium,Meloxicam,1
10220,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB01053,Erythromycin,Benzylpenicillin,1
10219,http://bio2rdf.org/drugbank:DB00482,http://bio2rdf.org/drugbank:DB00584,Celecoxib,Enalapril,2
10218,http://bio2rdf.org/drugbank:DB01247,http://bio2rdf.org/drugbank:DB01016,Isocarboxazid,Glyburide,2
10217,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB04828,Salicylate-sodium,Zomepirac,1
10216,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB01193,Mezlocillin,Acebutolol,1
10215,http://bio2rdf.org/drugbank:DB01037,http://bio2rdf.org/drugbank:DB01016,Selegiline,Glyburide,2
10214,http://bio2rdf.org/drugbank:DB00903,http://bio2rdf.org/drugbank:DB00881,Ethacrynic_acid,Quinapril,2
10213,http://bio2rdf.org/drugbank:DB01211,http://bio2rdf.org/drugbank:DB04868,Clarithromycin,Nilotinib,2
10212,http://bio2rdf.org/drugbank:DB06802,http://bio2rdf.org/drugbank:DB00866,Nepafenac,Alprenolol,2
10211,http://bio2rdf.org/drugbank:DB00485,http://bio2rdf.org/drugbank:DB00489,Dicloxacillin,Sotalol,1
10210,http://bio2rdf.org/drugbank:DB00908,http://bio2rdf.org/drugbank:DB00187,Quinidine,Esmolol,2
10209,http://bio2rdf.org/drugbank:DB01339,http://bio2rdf.org/drugbank:DB00684,Vecuronium,Tobramycin,2
10208,http://bio2rdf.org/drugbank:DB00612,http://bio2rdf.org/drugbank:DB01235,Bisoprolol,L-DOPA,1
10207,http://bio2rdf.org/drugbank:DB00214,http://bio2rdf.org/drugbank:DB08808,Torasemide,Bupranolol,1
10206,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00945,Levonorgestrel,Acetylsalicylic_acid, 
10205,http://bio2rdf.org/drugbank:DB00454,http://bio2rdf.org/drugbank:DB00294,Pethidine,Etonogestrel, 
10204,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB01551,Ethanol,Dihydrocodeine,2
10203,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB00880,Fenoprofen,Chlorothiazide,1
10202,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00521,Calcium_carbonate,Carteolol,1
10201,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB00898,Phenobarbital,Ethanol,2
10200,http://bio2rdf.org/drugbank:DB00991,http://bio2rdf.org/drugbank:DB00829,Oxaprozin,Diazepam, 
10199,http://bio2rdf.org/drugbank:DB01551,http://bio2rdf.org/drugbank:DB00752,Dihydrocodeine,Tranylcypromine,3
10198,http://bio2rdf.org/drugbank:DB00482,http://bio2rdf.org/drugbank:DB00187,Celecoxib,Esmolol,2
10197,http://bio2rdf.org/drugbank:DB01601,http://bio2rdf.org/drugbank:DB01174,Lopinavir,PHENOBARBITAL,2
10196,http://bio2rdf.org/drugbank:DB02266,http://bio2rdf.org/drugbank:DB00335,Flufenamic_Acid,Atenolol,2
10195,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB00436,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Bendroflumethiazide,1
10194,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB00277,Cimetidine,Theophylline,1
10193,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB00652,Imipramine,Pentazocine,1
10192,http://bio2rdf.org/drugbank:DB01397,http://bio2rdf.org/drugbank:DB01020,Magnesium_salicylate,Isosorbide_Mononitrate,1
10191,http://bio2rdf.org/drugbank:DB00580,http://bio2rdf.org/drugbank:DB00313,Valdecoxib,Valproic_Acid,1
10190,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01136,Desogestrel,Carvedilol,1
10189,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB01345,Caffeine,Potassium,1
10188,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB01115,Carteolol,Nifedipine,2
10187,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB00479,Ticarcillin,Amikacin,2
10186,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00866,Calcium_carbonate,Alprenolol,1
10185,http://bio2rdf.org/drugbank:DB00461,http://bio2rdf.org/drugbank:DB01136,Nabumetone,Carvedilol,2
10184,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00612,Carbamazepine,Bisoprolol,1
10183,http://bio2rdf.org/drugbank:DB01200,http://bio2rdf.org/drugbank:DB05521,Bromocriptine,Telaprevir,3
10182,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB00436,Fluocinolone_Acetonide,Bendroflumethiazide,1
10181,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00195,Aluminum_hydroxide,Betaxolol,1
10180,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00812,Megestrol_acetate,Phenylbutazone,1
10179,http://bio2rdf.org/drugbank:DB00897,http://bio2rdf.org/drugbank:DB00701,Triazolam,Amprenavir,3
10178,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB01009,Cholestyramine,Ketoprofen,1
10177,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00571,Oxyphenbutazone,Propranolol,2
10176,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB01296,Fluticasone_Propionate,Glucosamine,2
10175,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB03585,Cholestyramine,Oxyphenbutazone,1
10174,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB08795,Salicylamide,Azidocillin,1
10173,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00893,Calcium_carbonate,Iron_Dextran,2
10172,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00437,Meloxicam,Allopurinol, 
10171,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00611,Norethindrone,Butorphanol, 
10170,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00598,Nifedipine,Labetalol,2
10169,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB01222,Kanamycin,Budesonide,1
10168,http://bio2rdf.org/drugbank:DB00715,http://bio2rdf.org/drugbank:DB01125,Paroxetine,Anisindione,2
10167,http://bio2rdf.org/drugbank:DB00605,http://bio2rdf.org/drugbank:DB08808,Sulindac,Bupranolol,2
10166,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00774,Mometasone,Hydroflumethiazide,1
10165,http://bio2rdf.org/drugbank:DB00604,http://bio2rdf.org/drugbank:DB01144,Cisapride,Dichlorphenamide,3
10164,http://bio2rdf.org/drugbank:DB01397,http://bio2rdf.org/drugbank:DB00578,Magnesium_salicylate,Carbenicillin,1
10163,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00697,Sodium_bicarbonate,Tizanidine,1
10162,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB00615,Amitriptyline,RIFABUTIN,2
10161,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB00963,Alprazolam,Bromfenac, 
10160,http://bio2rdf.org/drugbank:DB00714,http://bio2rdf.org/drugbank:DB00468,Apomorphine,Quinine,2
10159,http://bio2rdf.org/drugbank:DB00960,http://bio2rdf.org/drugbank:DB00861,Pindolol,Diflunisal,1
10158,http://bio2rdf.org/drugbank:DB04828,http://bio2rdf.org/drugbank:DB00335,Zomepirac,Atenolol,2
10157,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB00945,Hydrocortisone,Acetylsalicylic_acid,2
10156,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB06204,Nifedipine,Tapentadol,1
10155,http://bio2rdf.org/drugbank:DB08795,http://bio2rdf.org/drugbank:DB01297,Azidocillin,Practolol,1
10154,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB06709,Metoprolol,Methacholine,1
10153,http://bio2rdf.org/drugbank:DB00327,http://bio2rdf.org/drugbank:DB01367,Hydromorphone,Rasagiline,3
10152,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00861,Desogestrel,Diflunisal,1
10151,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB01209,Ranitidine,Dezocine,1
10150,http://bio2rdf.org/drugbank:DB00682,http://bio2rdf.org/drugbank:DB00458,Warfarin,Imipramine, 
10149,http://bio2rdf.org/drugbank:DB00713,http://bio2rdf.org/drugbank:DB00373,Oxacillin,Timolol,1
10148,http://bio2rdf.org/drugbank:DB01147,http://bio2rdf.org/drugbank:DB00195,Cloxacillin,Betaxolol,1
10147,http://bio2rdf.org/drugbank:DB01234,http://bio2rdf.org/drugbank:DB00812,Dexamethasone,Phenylbutazone,2
10146,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB01324,Betaxolol,Polythiazide,1
10145,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00384,Ketorolac,Triamterene,2
10144,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB00533,Potassium,Rofecoxib,1
10143,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00580,Norethindrone,Valdecoxib,1
10142,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00500,Kanamycin,Tolmetin,1
10141,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB00774,Niflumic_Acid,Hydroflumethiazide,1
10140,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00842,Meloxicam,Oxazepam,1
10139,http://bio2rdf.org/drugbank:DB01053,http://bio2rdf.org/drugbank:DB00335,Benzylpenicillin,Atenolol,1
10138,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB00814,Ciclesonide,Meloxicam,2
10137,http://bio2rdf.org/drugbank:DB00788,http://bio2rdf.org/drugbank:DB01020,Naproxen,Isosorbide_Mononitrate,1
10136,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB01020,Aminosalicylic_Acid,Isosorbide_Mononitrate,1
10135,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00823,Ethanol,Ethynodiol, 
